Tlag%V_abscissa,Tlag%V_spline,Tlag%V_regression,Tlag%alpha_abscissa,Tlag%alpha_spline,Tlag%alpha_regression,Tlag%beta_abscissa,Tlag%beta_spline,Tlag%beta_regression,Tlag%ka_abscissa,Tlag%ka_spline,Tlag%ka_regression,V%Tlag_abscissa,V%Tlag_spline,V%Tlag_regression,V%alpha_abscissa,V%alpha_spline,V%alpha_regression,V%beta_abscissa,V%beta_spline,V%beta_regression,V%ka_abscissa,V%ka_spline,V%ka_regression,alpha%Tlag_abscissa,alpha%Tlag_spline,alpha%Tlag_regression,alpha%V_abscissa,alpha%V_spline,alpha%V_regression,alpha%beta_abscissa,alpha%beta_spline,alpha%beta_regression,alpha%ka_abscissa,alpha%ka_spline,alpha%ka_regression,beta%Tlag_abscissa,beta%Tlag_spline,beta%Tlag_regression,beta%V_abscissa,beta%V_spline,beta%V_regression,beta%alpha_abscissa,beta%alpha_spline,beta%alpha_regression,beta%ka_abscissa,beta%ka_spline,beta%ka_regression,ka%Tlag_abscissa,ka%Tlag_spline,ka%Tlag_regression,ka%V_abscissa,ka%V_spline,ka%V_regression,ka%alpha_abscissa,ka%alpha_spline,ka%alpha_regression,ka%beta_abscissa,ka%beta_spline,ka%beta_regression
0.385112,0.186323,0.285539,0.113469,0.28636,0.30231,0.0786854,0.595768,0.257126,1.35318,0.360839,0.123856,1.87134,0.140265,0.0518727,0.113469,0.208172,0.170584,0.0786854,0.12757,0.128364,1.35318,0.144373,0.316423,1.87134,-0.0132618,-0.0770199,0.385112,-0.0413028,-0.0349149,0.0786854,-0.0659718,-0.0941288,1.35318,-0.0933889,-0.0553565,1.87134,-0.00562071,0.00811134,0.385112,0.0438128,0.0233778,0.113469,0.00712444,0.00921791,1.35318,0.044675,0.0106992,1.87134,0.0755266,-0.0310247,0.385112,0.15512,0.153808,0.113469,0.221662,0.071771,0.0786854,0.158018,0.0370975
0.41355,0.169339,0.282197,0.126009,0.261649,0.301072,0.0833835,0.567158,0.25225,1.39555,0.368831,0.117428,1.93315,0.133398,0.0503808,0.126009,0.212435,0.176172,0.0833835,0.138664,0.131378,1.39555,0.115066,0.323854,1.93315,-0.024204,-0.077343,0.41355,-0.0371186,-0.0316463,0.0833835,-0.0724059,-0.0960748,1.39555,-0.104668,-0.054913,1.93315,-0.00592655,0.00772482,0.41355,0.0451387,0.023913,0.126009,0.00827913,0.00862712,1.39555,0.0465197,0.0104665,1.93315,0.0971231,-0.034577,0.41355,0.170697,0.163008,0.126009,0.21723,0.0727098,0.0833835,0.15327,0.0354753
0.441988,0.154805,0.278855,0.138548,0.243704,0.299835,0.0880817,0.519041,0.247374,1.43793,0.376823,0.111001,1.99496,0.125146,0.0488888,0.138548,0.214357,0.18176,0.0880817,0.152971,0.134392,1.43793,0.0857589,0.331284,1.99496,-0.0360929,-0.077666,0.441988,-0.032892,-0.0283777,0.0880817,-0.0786136,-0.0980209,1.43793,-0.115946,-0.0544694,1.99496,-0.00611889,0.00733831,0.441988,0.0459358,0.0244482,0.138548,0.00919814,0.00803634,1.43793,0.0483644,0.0102338,1.99496,0.11904,-0.0381292,0.441988,0.186176,0.172208,0.138548,0.20813,0.0736486,0.0880817,0.134437,0.0338531
0.470426,0.142828,0.275512,0.151087,0.22576,0.298598,0.0927799,0.470924,0.242498,1.4803,0.384815,0.104574,2.05677,0.115711,0.0473968,0.151087,0.216278,0.187347,0.0927799,0.167279,0.137406,1.4803,0.0564519,0.338715,2.05677,-0.0485905,-0.0779891,0.470426,-0.0287491,-0.0251091,0.0927799,-0.0848214,-0.099967,1.4803,-0.127225,-0.0540259,2.05677,-0.00620358,0.00695179,0.470426,0.0462342,0.0249834,0.151087,0.0101172,0.00744555,1.4803,0.0502091,0.0100012,2.05677,0.140639,-0.0416814,0.470426,0.201482,0.181407,0.151087,0.199031,0.0745873,0.0927799,0.115603,0.0322308
0.498864,0.138019,0.27217,0.163627,0.207815,0.297361,0.097478,0.422807,0.237622,1.52267,0.392807,0.0981463,2.11857,0.10487,0.0459049,0.163627,0.2182,0.192935,0.097478,0.181586,0.14042,1.52267,0.0271449,0.346145,2.11857,-0.0618106,-0.0783121,0.498864,-0.0251816,-0.0218406,0.097478,-0.0910291,-0.101913,1.52267,-0.138504,-0.0535823,2.11857,-0.0061605,0.00656528,0.498864,0.0452754,0.0255186,0.163627,0.0110362,0.00685476,1.52267,0.0520538,0.00976848,2.11857,0.161859,-0.0452337,0.498864,0.216112,0.190607,0.163627,0.189931,0.0755261,0.097478,0.0967691,0.0306086
0.527302,0.133985,0.268828,0.176166,0.19951,0.296124,0.102176,0.37469,0.232746,1.56504,0.400799,0.091719,2.18038,0.0936969,0.0444129,0.176166,0.216921,0.198523,0.102176,0.195894,0.143434,1.56504,-0.00216203,0.353576,2.18038,-0.0751057,-0.0786352,0.527302,-0.0216828,-0.018572,0.102176,-0.0972368,-0.103859,1.56504,-0.149782,-0.0531388,2.18038,-0.00608218,0.00617876,0.527302,0.0441833,0.0260538,0.176166,0.0115653,0.00626398,1.56504,0.0538985,0.00953581,2.18038,0.182706,-0.0487859,0.527302,0.230665,0.199807,0.176166,0.175394,0.0764649,0.102176,0.0779353,0.0289864
0.55574,0.130011,0.265486,0.188706,0.197167,0.294887,0.106874,0.326573,0.227871,1.60741,0.405026,0.0852917,2.24219,0.0807735,0.042921,0.188706,0.213607,0.20411,0.106874,0.210202,0.146448,1.60741,-0.0306027,0.361006,2.24219,-0.0887957,-0.0789582,0.55574,-0.0181906,-0.0153034,0.106874,-0.103445,-0.105805,1.60741,-0.160618,-0.0526953,2.24219,-0.00581798,0.00579225,0.55574,0.0430815,0.026589,0.188706,0.0118347,0.00567319,1.60741,0.0553592,0.00930313,2.24219,0.201589,-0.0523382,0.55574,0.245211,0.209007,0.188706,0.15774,0.0774037,0.106874,0.0591016,0.0273642
0.584178,0.134982,0.262143,0.201245,0.19694,0.293649,0.111573,0.278456,0.222995,1.64978,0.400825,0.0788644,2.304,0.067506,0.041429,0.201245,0.209547,0.209698,0.111573,0.224509,0.149461,1.64978,-0.057104,0.368437,2.304,-0.102447,-0.0792813,0.584178,-0.0156831,-0.0120348,0.111573,-0.109652,-0.107751,1.64978,-0.170461,-0.0522517,2.304,-0.00551114,0.00540573,0.584178,0.0405247,0.0271242,0.201245,0.0120085,0.0050824,1.64978,0.0559602,0.00907046,2.304,0.219743,-0.0558904,0.584178,0.258756,0.218206,0.201245,0.139003,0.0783425,0.111573,0.0402678,0.025742
0.612616,0.14453,0.258801,0.213784,0.202867,0.292412,0.116271,0.230339,0.218119,1.69215,0.323444,0.0724371,2.36581,0.0529349,0.0399371,0.213784,0.203151,0.215286,0.116271,0.238817,0.152475,1.69215,-0.0490946,0.375867,2.36581,-0.115535,-0.0796043,0.612616,-0.0137811,-0.00876625,0.116271,-0.11586,-0.109697,1.69215,-0.163828,-0.0518082,2.36581,-0.00502047,0.00501921,0.612616,0.0372828,0.0276595,0.213784,0.0118842,0.00449161,1.69215,0.0488882,0.00883779,2.36581,0.233895,-0.0594426,0.612616,0.271696,0.227406,0.213784,0.117201,0.0792812,0.116271,0.0214341,0.0241198
0.641054,0.158317,0.255459,0.226324,0.209151,0.291175,0.120969,0.17725,0.213243,1.73452,0.237548,0.0660098,2.42761,0.0377458,0.0384451,0.226324,0.196614,0.220873,0.120969,0.252707,0.155489,1.73452,-0.0370695,0.383298,2.42761,-0.128038,-0.0799274,0.641054,-0.0125391,-0.00549768,0.120969,-0.122081,-0.111644,1.73452,-0.155278,-0.0513647,2.42761,-0.00442598,0.0046327,0.641054,0.0334751,0.0281947,0.226324,0.0117419,0.00390083,1.73452,0.0409232,0.00860511,2.42761,0.245216,-0.0629949,0.641054,0.283955,0.236606,0.226324,0.0952237,0.08022,0.120969,-0.000514437,0.0224976
0.669492,0.178035,0.252117,0.238863,0.219156,0.289938,0.125667,0.119993,0.208367,1.7769,0.151652,0.0595825,2.48942,0.0225567,0.0369532,0.238863,0.188421,0.226461,0.125667,0.263972,0.158503,1.7769,-0.0250444,0.390728,2.48942,-0.140542,-0.0802504,0.669492,-0.0124754,-0.0022291,0.125667,-0.128443,-0.11359,1.7769,-0.146727,-0.0509211,2.48942,-0.00383149,0.00424618,0.669492,0.0290532,0.0287299,0.238863,0.0113898,0.00331004,1.7769,0.0329583,0.00837244,2.48942,0.256538,-0.0665471,0.669492,0.294963,0.245805,0.238863,0.0715219,0.0811588,0.125667,-0.0241983,0.0208753
0.69793,0.197753,0.248774,0.251403,0.230673,0.288701,0.130365,0.0638665,0.203491,1.81927,0.065756,0.0531552,2.55123,0.00896892,0.0354612,0.251403,0.179414,0.232049,0.130365,0.273582,0.161517,1.81927,-0.0130193,0.398159,2.55123,-0.14211,-0.0805735,0.69793,-0.0124116,0.00103948,0.130365,-0.134902,-0.115536,1.81927,-0.138177,-0.0504776,2.55123,-0.00284802,0.00385967,0.69793,0.0246313,0.0292651,0.251403,0.0109355,0.00271925,1.81927,0.0249934,0.00813977,2.55123,0.238399,-0.0700993,0.69793,0.30597,0.255005,0.251403,0.0471925,0.0820976,0.130365,-0.0465005,0.0192531
0.726368,0.217471,0.245432,0.263942,0.240801,0.287464,0.135063,0.00773963,0.198615,1.86164,-0.0201401,0.0467279,2.61304,-0.00294235,0.0339692,0.263942,0.168449,0.237637,0.135063,0.283192,0.164531,1.86164,-0.000994237,0.405589,2.61304,-0.132229,-0.0808965,0.726368,-0.0123479,0.00430806,0.135063,-0.141362,-0.117482,1.86164,-0.129626,-0.050034,2.61304,-0.00145731,0.00347315,0.726368,0.0202095,0.0298003,0.263942,0.0102475,0.00212847,1.86164,0.0170285,0.00790709,2.61304,0.189413,-0.0736516,0.726368,0.316977,0.264205,0.263942,0.0248636,0.0830364,0.135063,-0.0688027,0.0176309
0.754807,0.240429,0.24209,0.276481,0.250832,0.286226,0.139761,-0.0480332,0.193739,1.90401,-0.106036,0.0403006,2.67485,-0.0148536,0.0324773,0.276481,0.157415,0.243224,0.139761,0.292541,0.167545,1.90401,0.0110309,0.41302,2.67485,-0.122348,-0.0812196,0.754807,-0.0132211,0.00757664,0.139761,-0.147837,-0.119428,1.90401,-0.121076,-0.0495905,2.67485,-6.65988e-05,0.00308664,0.754807,0.0156559,0.0303355,0.276481,0.00955142,0.00153768,1.90401,0.00906356,0.00767442,2.67485,0.140428,-0.0772038,0.754807,0.326954,0.273405,0.276481,0.00263801,0.0839751,0.139761,-0.0907708,0.0160087
0.783245,0.265387,0.238747,0.289021,0.260863,0.284989,0.14446,-0.0901647,0.188863,1.94638,-0.191932,0.0338733,2.73665,-0.0267649,0.0309853,0.289021,0.146381,0.248812,0.14446,0.291805,0.170559,1.94638,0.0230559,0.42045,2.73665,-0.112467,-0.0815426,0.783245,-0.0149353,0.0108452,0.14446,-0.15492,-0.121374,1.94638,-0.112526,-0.049147,2.73665,0.00132411,0.00270012,0.783245,0.0112039,0.0308707,0.289021,0.00885534,0.000946891,1.94638,0.00109864,0.00744175,2.73665,0.091442,-0.080756,0.783245,0.335982,0.282604,0.289021,-0.0195876,0.0849139,0.14446,-0.0998683,0.0143865
0.811683,0.290845,0.235405,0.30156,0.270895,0.283752,0.149158,-0.132296,0.183987,1.98875,-0.277828,0.027446,2.79846,-0.0386761,0.0294934,0.30156,0.135347,0.2544,0.149158,0.29107,0.173573,1.98875,0.035081,0.427881,2.79846,-0.102586,-0.0818657,0.811683,-0.0172144,0.0141138,0.149158,-0.162004,-0.12332,1.98875,-0.103975,-0.0487034,2.79846,0.00271483,0.0023136,0.811683,0.00702361,0.0314059,0.30156,0.00815925,0.000356104,1.98875,-0.00686628,0.00720907,2.79846,0.0424564,-0.0843083,0.811683,0.344354,0.291804,0.30156,-0.0418131,0.0858527,0.149158,-0.108966,0.0127643
0.840121,0.315877,0.232063,0.3141,0.280926,0.282515,0.153856,-0.174428,0.179111,2.03112,-0.363724,0.0210187,2.86027,-0.0505874,0.0280014,0.3141,0.124313,0.259987,0.153856,0.290335,0.176587,2.03112,0.0471061,0.435311,2.86027,-0.0927044,-0.0821887,0.840121,-0.0203255,0.0173824,0.153856,-0.169087,-0.125266,2.03112,-0.0954249,-0.0482599,2.86027,0.00410554,0.00192709,0.840121,0.00352514,0.0319411,0.3141,0.00746317,-0.000234683,2.03112,-0.0148312,0.0069764,2.86027,-0.00652914,-0.0878605,0.840121,0.351732,0.301004,0.3141,-0.0640387,0.0867915,0.153856,-0.118063,0.0111421
0.868559,0.339584,0.228721,0.326639,0.290957,0.281278,0.158554,-0.216559,0.174235,2.0735,-0.44962,0.0145914,2.92208,-0.0624986,0.0265095,0.326639,0.113279,0.265575,0.158554,0.2896,0.1796,2.0735,0.0591312,0.442742,2.92208,-0.0828232,-0.0825118,0.868559,-0.0243614,0.020651,0.158554,-0.176171,-0.127212,2.0735,-0.0868745,-0.0478163,2.92208,0.00549625,0.00154057,0.868559,0.000989681,0.0324764,0.326639,0.00676708,-0.00082547,2.0735,-0.0227961,0.00674373,2.92208,-0.0555147,-0.0914127,0.868559,0.357982,0.310204,0.326639,-0.0862643,0.0877303,0.158554,-0.127161,0.00951984
0.896997,0.363291,0.225378,0.339178,0.300988,0.280041,0.163252,-0.247679,0.16936,2.11587,-0.535516,0.00816407,2.98389,-0.0744099,0.0250175,0.339178,0.102245,0.271163,0.163252,0.282278,0.182614,2.11587,0.0711563,0.450172,2.98389,-0.0729421,-0.0828348,0.896997,-0.0283973,0.0239195,0.163252,-0.183656,-0.129158,2.11587,-0.0783241,-0.0473728,2.98389,0.00688697,0.00115406,0.896997,-0.00154578,0.0330116,0.339178,0.006071,-0.00141626,2.11587,-0.030761,0.00651105,2.98389,-0.1045,-0.094965,0.896997,0.364233,0.319403,0.339178,-0.10849,0.088669,0.163252,-0.126466,0.00789763
0.925435,0.386999,0.222036,0.351718,0.307255,0.278803,0.16795,-0.267956,0.164484,2.15824,-0.621413,0.00173677,3.04569,-0.0863212,0.0235255,0.351718,0.0912386,0.27675,0.16795,0.268729,0.185628,2.15824,0.0831814,0.457603,3.04569,-0.0630609,-0.0831579,0.925435,-0.0324332,0.0271881,0.16795,-0.191523,-0.131104,2.15824,-0.0697737,-0.0469293,3.04569,0.00827768,0.000767541,0.925435,-0.00408124,0.0335468,0.351718,0.00538762,-0.00200704,2.15824,-0.038726,0.00627838,3.04569,-0.153486,-0.0985172,0.925435,0.370484,0.328603,0.351718,-0.128103,0.0896078,0.16795,-0.11623,0.00627541
0.953873,0.405818,0.218694,0.364257,0.299743,0.277566,0.172649,-0.270066,0.159608,2.20061,-0.707309,-0.00469054,3.1075,-0.0982324,0.0220336,0.364257,0.0812099,0.282338,0.172649,0.245473,0.188642,2.20061,0.0952065,0.465033,3.1075,-0.0531797,-0.0834809,0.953873,-0.0378233,0.0304567,0.172649,-0.199986,-0.13305,2.20061,-0.0612233,-0.0464857,3.1075,0.00966839,0.000381025,0.953873,-0.00449355,0.034082,0.364257,0.00485695,-0.00259783,2.20061,-0.0466909,0.00604571,3.1075,-0.202471,-0.102069,0.953873,0.375014,0.337803,0.364257,-0.138618,0.0905466,0.172649,-0.0902869,0.0046532
0.982311,0.423159,0.215352,0.376797,0.282465,0.276329,0.177347,-0.272175,0.154732,2.24298,-0.793205,-0.0111178,3.16931,-0.110144,0.0205416,0.376797,0.0724425,0.287926,0.177347,0.222217,0.191656,2.24298,0.107232,0.472464,3.16931,-0.0432986,-0.083804,0.982311,-0.0436227,0.0337253,0.177347,-0.208449,-0.134997,2.24298,-0.0526729,-0.0460422,3.16931,0.0110591,-5.49057e-06,0.982311,-0.00426412,0.0346172,0.376797,0.00450331,-0.00318862,2.24298,-0.0546558,0.00581304,3.16931,-0.251457,-0.105622,0.982311,0.379025,0.347003,0.376797,-0.142982,0.0914854,0.177347,-0.0643436,0.00303098
1.01075,0.435949,0.212009,0.389336,0.265187,0.275092,0.182045,-0.274285,0.149856,2.28535,-0.879101,-0.0175451,3.23112,-0.122055,0.0190497,0.389336,0.0636751,0.293514,0.182045,0.198961,0.19467,2.28535,0.119257,0.479894,3.23112,-0.0334174,-0.084127,1.01075,-0.0500886,0.0369938,0.182045,-0.216912,-0.136943,2.28535,-0.0441225,-0.0455986,3.23112,0.0124498,-0.000392006,1.01075,-0.00247121,0.0351524,0.389336,0.00414967,-0.00377941,2.28535,-0.0626207,0.00558036,3.23112,-0.300443,-0.109174,1.01075,0.382137,0.356202,0.389336,-0.147346,0.0924242,0.182045,-0.0384002,0.00140877
1.03919,0.440072,0.208667,0.401876,0.247909,0.273855,0.186743,-0.252117,0.14498,2.32772,-0.964997,-0.0239724,3.29293,-0.133966,0.0175577,0.401876,0.0549077,0.299101,0.186743,0.163279,0.197684,2.32772,0.131282,0.487325,3.29293,-0.0235363,-0.0844501,1.03919,-0.0578236,0.0402624,0.186743,-0.226141,-0.138889,2.32772,-0.0355721,-0.0451551,3.29293,0.0138405,-0.000778522,1.03919,0.00229899,0.0356876,0.401876,0.00379603,-0.00437019,2.32772,-0.0705857,0.00534769,3.29293,-0.349428,-0.112726,1.03919,0.383539,0.365402,0.401876,-0.15171,0.0933629,0.186743,0.00832402,-0.000213448
1.06762,0.444194,0.205325,0.414415,0.230632,0.272618,0.191441,-0.226112,0.140104,2.3701,-1.05089,-0.0303998,3.35473,-0.145877,0.0160658,0.414415,0.0461402,0.304689,0.191441,0.125634,0.200698,2.3701,0.143307,0.494755,3.35473,-0.0136551,-0.0847731,1.06762,-0.0655587,0.043531,0.191441,-0.235491,-0.140835,2.3701,-0.0270218,-0.0447116,3.35473,0.0152312,-0.00116504,1.06762,0.0070692,0.0362228,0.414415,0.00344239,-0.00496098,2.3701,-0.0785506,0.00511502,3.35473,-0.398414,-0.116278,1.06762,0.384941,0.374602,0.414415,-0.156075,0.0943017,0.191441,0.0583317,-0.00183566
1.09606,0.448317,0.201983,0.426954,0.211198,0.27138,0.196139,-0.17267,0.135228,2.41247,-1.13679,-0.0368271,3.41654,-0.157789,0.0145738,0.426954,0.0377071,0.310277,0.196139,0.0744996,0.203712,2.41247,0.155332,0.502186,3.41654,-0.00377392,-0.0850962,1.09606,-0.0732937,0.0467996,0.196139,-0.245675,-0.142781,2.41247,-0.0184714,-0.044268,3.41654,0.016622,-0.00155155,1.09606,0.0118394,0.036758,0.426954,0.00313459,-0.00555177,2.41247,-0.0865155,0.00488234,3.41654,-0.447399,-0.119831,1.09606,0.386343,0.383801,0.426954,-0.159111,0.0952405,0.196139,0.131611,-0.00345788
1.1245,0.447955,0.19864,0.439494,0.165019,0.270143,0.200838,-0.108359,0.130352,2.45484,-1.22268,-0.0432544,3.47835,-0.1697,0.0130818,0.439494,0.0334202,0.315864,0.200838,0.0180566,0.206726,2.45484,0.167357,0.509616,3.47835,0.00610724,-0.0854192,1.1245,-0.0814786,0.0500682,0.200838,-0.256188,-0.144727,2.45484,-0.00992098,-0.0438245,3.47835,0.0180127,-0.00193807,1.1245,0.0180062,0.0372933,0.439494,0.00339541,-0.00614255,2.45484,-0.0944804,0.00464967,3.47835,-0.496385,-0.123383,1.1245,0.387105,0.393001,0.439494,-0.145668,0.0961793,0.200838,0.214096,-0.00508009
1.15294,0.430552,0.195298,0.452033,0.118841,0.268906,0.205536,-0.0440478,0.125476,2.49721,-1.30858,-0.0496817,3.54016,-0.181611,0.0115899,0.452033,0.0291332,0.321452,0.205536,-0.0383864,0.20974,2.49721,0.179382,0.517047,3.54016,0.0159884,-0.0857423,1.15294,-0.0913733,0.0533367,0.205536,-0.2667,-0.146673,2.49721,-0.00137059,-0.0433809,3.54016,0.0194034,-0.00232458,1.15294,0.0294809,0.0378285,0.452033,0.00365622,-0.00673334,2.49721,-0.102445,0.004417,3.54016,-0.545371,-0.126935,1.15294,0.385434,0.402201,0.452033,-0.132226,0.0971181,0.205536,0.296581,-0.00670231
1.18138,0.413148,0.191956,0.464573,0.0653126,0.267669,0.210234,0.0339414,0.1206,2.53958,-1.39448,-0.056109,3.60197,-0.193523,0.0100979,0.464573,0.0260953,0.32704,0.210234,-0.101379,0.212753,2.53958,0.191407,0.524477,3.60197,0.0258696,-0.0860653,1.18138,-0.101268,0.0566053,0.210234,-0.277619,-0.148619,2.53958,0.0071798,-0.0429374,3.60197,0.0207941,-0.0027111,1.18138,0.0409555,0.0383637,0.464573,0.00408656,-0.00732413,2.53958,-0.11041,0.00418432,3.60197,-0.594356,-0.130487,1.18138,0.383764,0.411401,0.464573,-0.114312,0.0980568,0.210234,0.3906,-0.00832452
1.20982,0.395744,0.188614,0.477112,-0.0019124,0.266432,0.214932,0.133719,0.115724,2.58195,-1.48037,-0.0625363,3.66378,-0.205434,0.00860598,0.477112,0.0254146,0.332627,0.214932,-0.174806,0.215767,2.58195,0.203432,0.531908,3.66378,0.0357507,-0.0863884,1.20982,-0.111163,0.0598739,0.214932,-0.289183,-0.150565,2.58195,0.0157302,-0.0424939,3.66378,0.0221848,-0.00309762,1.20982,0.0524302,0.0388989,0.477112,0.00483642,-0.00791492,2.58195,-0.118375,0.00395165,3.66378,-0.643342,-0.13404,1.20982,0.382093,0.4206,0.477112,-0.0880821,0.0989956,0.214932,0.502992,-0.00994674
